Week Ending Date,Region,Definition Count,Total ED Visits,Percentage Of Total ED Visits,
3/16/13,3 FAY AREA,213,13555,1.57%,
3/16/13,4 RTP AREA,105,14709,0.71%,
3/16/13,5 TRIAD AREA,148,17350,0.85%,
3/16/13,6 WNC,44,9268,0.47%,
3/16/13,7 CLT AREA,94,22825,0.41%,
3/23/13,1 NENC,147,11975,1.23%,
3/23/13,2 SENC,67,6446,1.04%,
3/23/13,3 FAY AREA,178,13247,1.34%,
3/23/13,4 RTP AREA,82,14322,0.57%,
3/23/13,5 TRIAD AREA,116,16979,0.68%,
3/23/13,6 WNC,52,9113,0.57%,
3/23/13,7 CLT AREA,131,22520,0.58%,
3/30/13,1 NENC,131,11646,1.12%,
3/30/13,2 SENC,73,6394,1.14%,
3/30/13,3 FAY AREA,215,13325,1.61%,
3/30/13,4 RTP AREA,97,14458,0.67%,
3/30/13,5 TRIAD AREA,95,16830,0.56%,
3/30/13,6 WNC,57,8788,0.65%,
3/30/13,7 CLT AREA,123,22324,0.55%,
4/6/13,1 NENC,105,11469,0.92%,
4/6/13,2 SENC,46,6263,0.73%,
4/6/13,3 FAY AREA,217,13115,1.65%,
4/6/13,4 RTP AREA,104,14105,0.74%,
4/6/13,5 TRIAD AREA,107,16574,0.65%,
4/6/13,6 WNC,43,9007,0.48%,
4/6/13,7 CLT AREA,103,21346,0.48%,
4/13/13,1 NENC,58,11913,0.49%,
4/13/13,2 SENC,30,6317,0.47%,
4/13/13,3 FAY AREA,104,13159,0.79%,
4/13/13,4 RTP AREA,86,14638,0.59%,
4/13/13,5 TRIAD AREA,52,17229,0.30%,
4/13/13,6 WNC,21,9137,0.23%,
4/13/13,7 CLT AREA,56,22200,0.25%,
4/20/13,1 NENC,31,11350,0.27%,
4/20/13,2 SENC,15,6231,0.24%,
4/20/13,3 FAY AREA,60,12320,0.49%,
4/20/13,4 RTP AREA,55,14243,0.39%,
4/20/13,5 TRIAD AREA,23,16507,0.14%,
4/20/13,6 WNC,9,8846,0.10%,
4/20/13,7 CLT AREA,35,21403,0.16%,
4/27/13,1 NENC,15,10946,0.14%,
4/27/13,2 SENC,17,6188,0.27%,
4/27/13,3 FAY AREA,30,11698,0.26%,
4/27/13,4 RTP AREA,17,13871,0.12%,
4/27/13,5 TRIAD AREA,18,16163,0.11%,
4/27/13,6 WNC,3,8698,0.03%,
4/27/13,7 CLT AREA,10,20682,0.05%,
5/4/13,1 NENC,9,10815,0.08%,
5/4/13,2 SENC,8,6158,0.13%,
5/4/13,3 FAY AREA,21,11722,0.18%,
5/4/13,4 RTP AREA,12,13493,0.09%,
5/4/13,5 TRIAD AREA,16,15906,0.10%,
5/4/13,6 WNC,2,8458,0.02%,
5/4/13,7 CLT AREA,8,19907,0.04%,
5/11/13,1 NENC,11,11174,0.10%,
5/11/13,2 SENC,2,6227,0.03%,
5/11/13,3 FAY AREA,8,12288,0.07%,
5/11/13,4 RTP AREA,17,13626,0.12%,
5/11/13,5 TRIAD AREA,9,16021,0.06%,
5/11/13,6 WNC,1,8566,0.01%,
5/11/13,7 CLT AREA,12,21276,0.06%,
5/18/13,1 NENC,5,11360,0.04%,
5/18/13,2 SENC,6,6249,0.10%,
5/18/13,3 FAY AREA,19,12923,0.15%,
5/18/13,4 RTP AREA,9,13977,0.06%,
5/18/13,5 TRIAD AREA,11,16552,0.07%,
5/18/13,6 WNC,1,8786,0.01%,
5/18/13,7 CLT AREA,8,21724,0.04%,
5/25/13,1 NENC,4,11390,0.04%,
5/25/13,2 SENC,3,6188,0.05%,
5/25/13,3 FAY AREA,11,12747,0.09%,
5/25/13,4 RTP AREA,13,14091,0.09%,
5/25/13,5 TRIAD AREA,9,17159,0.05%,
5/25/13,6 WNC,0,8739,0.00%,
5/25/13,7 CLT AREA,3,21798,0.01%,
6/1/13,1 NENC,8,11424,0.07%,
6/1/13,2 SENC,2,6247,0.03%,
6/1/13,3 FAY AREA,12,12650,0.09%,
6/1/13,4 RTP AREA,5,13754,0.04%,
6/1/13,5 TRIAD AREA,10,17897,0.06%,
6/1/13,6 WNC,1,9113,0.01%,
6/1/13,7 CLT AREA,2,21671,0.01%,
6/8/13,1 NENC,4,11232,0.04%,
6/8/13,2 SENC,0,6177,0.00%,
6/8/13,3 FAY AREA,12,12517,0.10%,
6/8/13,4 RTP AREA,2,13650,0.01%,
6/8/13,5 TRIAD AREA,7,16812,0.04%,
6/8/13,6 WNC,0,8892,0.00%,
6/8/13,7 CLT AREA,8,21178,0.04%,
6/15/13,1 NENC,4,11021,0.04%,
6/15/13,2 SENC,0,6039,0.00%,
6/15/13,3 FAY AREA,9,12399,0.07%,
6/15/13,4 RTP AREA,1,13403,0.01%,
6/15/13,5 TRIAD AREA,0,16130,0.00%,
6/15/13,6 WNC,1,8874,0.01%,
6/15/13,7 CLT AREA,5,21104,0.02%,
6/22/13,1 NENC,9,10953,0.08%,
6/22/13,2 SENC,0,6163,0.00%,
6/22/13,3 FAY AREA,13,12663,0.10%,
6/22/13,4 RTP AREA,1,13306,0.01%,
6/22/13,5 TRIAD AREA,2,16418,0.01%,
6/22/13,6 WNC,0,8724,0.00%,
6/22/13,7 CLT AREA,5,21451,0.02%,
6/29/13,1 NENC,6,10773,0.06%,
6/29/13,2 SENC,2,5924,0.03%,
6/29/13,3 FAY AREA,6,12387,0.05%,
6/29/13,4 RTP AREA,0,12884,0.00%,
6/29/13,5 TRIAD AREA,3,16228,0.02%,
6/29/13,6 WNC,0,8815,0.00%,
6/29/13,7 CLT AREA,7,20606,0.03%,
7/6/13,1 NENC,2,10665,0.02%,
7/6/13,2 SENC,1,6070,0.02%,
7/6/13,3 FAY AREA,7,11803,0.06%,
7/6/13,4 RTP AREA,1,12536,0.01%,
7/6/13,5 TRIAD AREA,5,15649,0.03%,
7/6/13,6 WNC,1,8274,0.01%,
7/6/13,7 CLT AREA,2,19662,0.01%,
7/13/13,1 NENC,1,11103,0.01%,
7/13/13,2 SENC,1,6205,0.02%,
7/13/13,3 FAY AREA,9,12130,0.07%,
7/13/13,4 RTP AREA,2,13350,0.01%,
7/13/13,5 TRIAD AREA,3,16194,0.02%,
7/13/13,6 WNC,0,8826,0.00%,
7/13/13,7 CLT AREA,6,21073,0.03%,
7/20/13,1 NENC,6,10983,0.05%,
7/20/13,2 SENC,1,6075,0.02%,
7/20/13,3 FAY AREA,8,12020,0.07%,
7/20/13,4 RTP AREA,2,13455,0.01%,
7/20/13,5 TRIAD AREA,6,16075,0.04%,
7/20/13,6 WNC,0,8899,0.00%,
7/20/13,7 CLT AREA,4,20737,0.02%,
7/27/13,1 NENC,8,11004,0.07%,
7/27/13,2 SENC,0,6032,0.00%,
7/27/13,3 FAY AREA,6,11985,0.05%,
7/27/13,4 RTP AREA,2,13414,0.01%,
7/27/13,5 TRIAD AREA,2,16113,0.01%,
7/27/13,6 WNC,0,9083,0.00%,
7/27/13,7 CLT AREA,6,21239,0.03%,
8/3/13,1 NENC,0,10601,0.00%,
8/3/13,2 SENC,4,5906,0.07%,
8/3/13,3 FAY AREA,4,11956,0.03%,
8/3/13,4 RTP AREA,2,13005,0.02%,
8/3/13,5 TRIAD AREA,1,16311,0.01%,
8/3/13,6 WNC,0,8573,0.00%,
8/3/13,7 CLT AREA,3,20867,0.01%,
8/10/13,1 NENC,9,10843,0.08%,
8/10/13,2 SENC,0,5023,0.00%,
8/10/13,3 FAY AREA,4,12525,0.03%,
8/10/13,4 RTP AREA,0,13317,0.00%,
8/10/13,5 TRIAD AREA,0,16742,0.00%,
8/10/13,6 WNC,2,8893,0.02%,
8/10/13,7 CLT AREA,3,20909,0.01%,
8/17/13,1 NENC,3,10921,0.03%,
8/17/13,2 SENC,1,4200,0.02%,
8/17/13,3 FAY AREA,10,12091,0.08%,
8/17/13,4 RTP AREA,4,13199,0.03%,
8/17/13,5 TRIAD AREA,0,16656,0.00%,
8/17/13,6 WNC,0,8844,0.00%,
8/17/13,7 CLT AREA,3,21067,0.01%,
8/24/13,1 NENC,8,10816,0.07%,
8/24/13,2 SENC,1,5500,0.02%,
8/24/13,3 FAY AREA,9,11991,0.08%,
8/24/13,4 RTP AREA,0,13044,0.00%,
8/24/13,5 TRIAD AREA,5,16220,0.03%,
8/24/13,6 WNC,0,8842,0.00%,
8/24/13,7 CLT AREA,0,20977,0.00%,
8/31/13,1 NENC,3,10725,0.03%,
8/31/13,2 SENC,1,6032,0.02%,
8/31/13,3 FAY AREA,15,12126,0.12%,
8/31/13,4 RTP AREA,2,13031,0.02%,
8/31/13,5 TRIAD AREA,4,16176,0.02%,
8/31/13,6 WNC,0,9002,0.00%,
8/31/13,7 CLT AREA,1,21060,0.00%,
9/7/13,1 NENC,9,11445,0.08%,
9/7/13,2 SENC,2,6407,0.03%,
9/7/13,3 FAY AREA,21,13253,0.16%,
9/7/13,4 RTP AREA,1,13963,0.01%,
9/7/13,5 TRIAD AREA,1,16773,0.01%,
9/7/13,6 WNC,0,9272,0.00%,
9/7/13,7 CLT AREA,11,22064,0.05%,
9/14/13,1 NENC,15,11684,0.13%,
9/14/13,2 SENC,2,6426,0.03%,
9/14/13,3 FAY AREA,13,13201,0.10%,
9/14/13,4 RTP AREA,6,14063,0.04%,
9/14/13,5 TRIAD AREA,4,16910,0.02%,
9/14/13,6 WNC,0,9226,0.00%,
9/14/13,7 CLT AREA,3,22376,0.01%,
9/21/13,1 NENC,17,11317,0.15%,
9/21/13,2 SENC,5,6559,0.08%,
9/21/13,3 FAY AREA,31,12574,0.25%,
9/21/13,4 RTP AREA,3,13697,0.02%,
9/21/13,5 TRIAD AREA,7,16060,0.04%,
9/21/13,6 WNC,3,9142,0.03%,
9/21/13,7 CLT AREA,10,21805,0.05%,
9/28/13,1 NENC,14,11164,0.13%,
9/28/13,2 SENC,2,6461,0.03%,
9/28/13,3 FAY AREA,27,12482,0.22%,
9/28/13,4 RTP AREA,4,13747,0.03%,
9/28/13,5 TRIAD AREA,10,16371,0.06%,
9/28/13,6 WNC,2,8992,0.02%,
9/28/13,7 CLT AREA,19,21505,0.09%,
10/5/13,1 NENC,11,11126,0.10%,
10/5/13,2 SENC,2,6151,0.03%,
10/5/13,3 FAY AREA,25,12168,0.21%,
10/5/13,4 RTP AREA,10,13816,0.07%,
10/5/13,5 TRIAD AREA,11,16807,0.07%,
10/5/13,6 WNC,2,8839,0.02%,
10/5/13,7 CLT AREA,13,21013,0.06%,
10/12/13,1 NENC,15,10875,0.14%,
10/12/13,2 SENC,7,6047,0.12%,
10/12/13,3 FAY AREA,25,12040,0.21%,
10/12/13,4 RTP AREA,6,13342,0.04%,
10/12/13,5 TRIAD AREA,11,16674,0.07%,
10/12/13,6 WNC,0,8942,0.00%,
10/12/13,7 CLT AREA,4,23133,0.02%,
10/19/13,1 NENC,11,11051,0.10%,
10/19/13,2 SENC,6,6424,0.09%,
10/19/13,3 FAY AREA,8,12343,0.06%,
10/19/13,4 RTP AREA,12,13627,0.09%,
10/19/13,5 TRIAD AREA,15,16267,0.09%,
10/19/13,6 WNC,3,8837,0.03%,
10/19/13,7 CLT AREA,7,23153,0.03%,
10/26/13,1 NENC,19,10536,0.18%,
10/26/13,2 SENC,5,6039,0.08%,
10/26/13,3 FAY AREA,11,11662,0.09%,
10/26/13,4 RTP AREA,18,13082,0.14%,
10/26/13,5 TRIAD AREA,20,15559,0.13%,
10/26/13,6 WNC,4,8370,0.05%,
10/26/13,7 CLT AREA,4,22280,0.02%,
11/2/13,1 NENC,26,10788,0.24%,
11/2/13,2 SENC,8,6111,0.13%,
11/2/13,3 FAY AREA,7,12303,0.06%,
11/2/13,4 RTP AREA,7,13309,0.05%,
11/2/13,5 TRIAD AREA,32,16203,0.20%,
11/2/13,6 WNC,2,8682,0.02%,
11/2/13,7 CLT AREA,14,22763,0.06%,
11/9/13,1 NENC,21,10646,0.20%,
11/9/13,2 SENC,6,6083,0.10%,
11/9/13,3 FAY AREA,7,11910,0.06%,
11/9/13,4 RTP AREA,7,13269,0.05%,
11/9/13,5 TRIAD AREA,25,15943,0.16%,
11/9/13,6 WNC,2,8423,0.02%,
11/9/13,7 CLT AREA,31,22519,0.14%,
11/16/13,1 NENC,14,10456,0.13%,
11/16/13,2 SENC,8,6048,0.13%,
11/16/13,3 FAY AREA,15,11711,0.13%,
11/16/13,4 RTP AREA,14,12870,0.11%,
11/16/13,5 TRIAD AREA,34,15376,0.22%,
11/16/13,6 WNC,8,8263,0.10%,
11/16/13,7 CLT AREA,45,21831,0.21%,
11/23/13,1 NENC,19,10758,0.18%,
11/23/13,2 SENC,13,6230,0.21%,
11/23/13,3 FAY AREA,20,12420,0.16%,
11/23/13,4 RTP AREA,28,13336,0.21%,
11/23/13,5 TRIAD AREA,46,15987,0.29%,
11/23/13,6 WNC,6,8512,0.07%,
11/23/13,7 CLT AREA,62,22544,0.28%,
11/30/13,1 NENC,24,9448,0.25%,
11/30/13,2 SENC,17,5557,0.31%,
11/30/13,3 FAY AREA,23,10972,0.21%,
11/30/13,4 RTP AREA,31,12063,0.26%,
11/30/13,5 TRIAD AREA,49,13999,0.35%,
11/30/13,6 WNC,10,7525,0.13%,
11/30/13,7 CLT AREA,69,18833,0.37%,
12/7/13,1 NENC,39,11218,0.35%,
12/7/13,2 SENC,42,6421,0.65%,
12/7/13,3 FAY AREA,39,12826,0.30%,
12/7/13,4 RTP AREA,92,14122,0.65%,
12/7/13,5 TRIAD AREA,110,16759,0.66%,
12/7/13,6 WNC,22,8830,0.25%,
12/7/13,7 CLT AREA,103,22799,0.45%,
12/14/13,1 NENC,45,10192,0.44%,
12/14/13,2 SENC,64,6060,1.06%,
12/14/13,3 FAY AREA,69,12138,0.57%,
12/14/13,4 RTP AREA,129,12990,0.99%,
12/14/13,5 TRIAD AREA,134,15298,0.88%,
12/14/13,6 WNC,40,8293,0.48%,
12/14/13,7 CLT AREA,120,21448,0.56%,
12/21/13,1 NENC,79,10722,0.74%,
12/21/13,2 SENC,114,6500,1.75%,
12/21/13,3 FAY AREA,138,12740,1.08%,
12/21/13,4 RTP AREA,268,14135,1.90%,
12/21/13,5 TRIAD AREA,256,16391,1.56%,
12/21/13,6 WNC,72,8794,0.82%,
12/21/13,7 CLT AREA,236,22691,1.04%,
12/28/13,1 NENC,126,10975,1.15%,
12/28/13,2 SENC,209,6792,3.08%,
12/28/13,3 FAY AREA,303,13658,2.22%,
12/28/13,4 RTP AREA,373,13966,2.67%,
12/28/13,5 TRIAD AREA,406,16871,2.41%,
12/28/13,6 WNC,198,9167,2.16%,
12/28/13,7 CLT AREA,445,21882,2.03%,
1/4/14,1 NENC,146,11869,1.23%,
1/4/14,2 SENC,163,6772,2.41%,
1/4/14,3 FAY AREA,311,14015,2.22%,
1/4/14,4 RTP AREA,437,14866,2.94%,
1/4/14,5 TRIAD AREA,619,17959,3.45%,
1/4/14,6 WNC,195,9467,2.06%,
1/4/14,7 CLT AREA,592,24391,2.43%,
1/11/14,1 NENC,177,11076,1.60%,
1/11/14,2 SENC,149,6453,2.31%,
1/11/14,3 FAY AREA,307,12951,2.37%,
1/11/14,4 RTP AREA,381,13918,2.74%,
1/11/14,5 TRIAD AREA,584,17034,3.43%,
1/11/14,6 WNC,144,8983,1.60%,
1/11/14,7 CLT AREA,562,22773,2.47%,
1/18/14,1 NENC,222,11682,1.90%,
1/18/14,2 SENC,133,6293,2.11%,
1/18/14,3 FAY AREA,324,13279,2.44%,
1/18/14,4 RTP AREA,335,13797,2.43%,
1/18/14,5 TRIAD AREA,495,17009,2.91%,
1/18/14,6 WNC,146,8592,1.70%,
1/18/14,7 CLT AREA,499,22366,2.23%,
1/25/14,1 NENC,200,10926,1.83%,
1/25/14,2 SENC,132,6096,2.17%,
1/25/14,3 FAY AREA,240,12501,1.92%,
1/25/14,4 RTP AREA,246,13201,1.86%,
1/25/14,5 TRIAD AREA,378,15984,2.36%,
1/25/14,6 WNC,136,8472,1.61%,
1/25/14,7 CLT AREA,421,20523,2.05%,
2/1/14,1 NENC,139,10032,1.39%,
2/1/14,2 SENC,89,5979,1.49%,
2/1/14,3 FAY AREA,181,11994,1.51%,
2/1/14,4 RTP AREA,165,12588,1.31%,
2/1/14,5 TRIAD AREA,315,15319,2.06%,
2/1/14,6 WNC,89,8092,1.10%,
2/1/14,7 CLT AREA,314,20153,1.56%,
2/8/14,1 NENC,124,11002,1.13%,
2/8/14,2 SENC,47,6220,0.76%,
2/8/14,3 FAY AREA,90,12318,0.73%,
2/8/14,4 RTP AREA,145,13512,1.07%,
2/8/14,5 TRIAD AREA,177,16159,1.10%,
2/8/14,6 WNC,60,8409,0.71%,
2/8/14,7 CLT AREA,229,20632,1.11%,
2/15/14,1 NENC,85,10002,0.85%,
2/15/14,2 SENC,14,5607,0.25%,
2/15/14,3 FAY AREA,79,11019,0.72%,
2/15/14,4 RTP AREA,128,12006,1.07%,
2/15/14,5 TRIAD AREA,134,14108,0.95%,
2/15/14,6 WNC,44,7751,0.57%,
2/15/14,7 CLT AREA,124,17780,0.70%,
2/22/14,1 NENC,90,11173,0.81%,
2/22/14,2 SENC,37,6112,0.61%,
2/22/14,3 FAY AREA,62,12397,0.50%,
2/22/14,4 RTP AREA,95,13671,0.69%,
2/22/14,5 TRIAD AREA,108,16344,0.66%,
2/22/14,6 WNC,34,8608,0.39%,
2/22/14,7 CLT AREA,93,20710,0.45%,
3/1/14,1 NENC,51,10919,0.47%,
3/1/14,2 SENC,32,6178,0.52%,
3/1/14,3 FAY AREA,36,12117,0.30%,
3/1/14,4 RTP AREA,65,13232,0.49%,
3/1/14,5 TRIAD AREA,69,15918,0.43%,
3/1/14,6 WNC,17,8375,0.20%,
3/1/14,7 CLT AREA,71,20168,0.35%,
3/8/14,1 NENC,45,10739,0.42%,
3/8/14,2 SENC,21,6117,0.34%,
3/8/14,3 FAY AREA,31,12126,0.26%,
3/8/14,4 RTP AREA,55,13100,0.42%,
3/8/14,5 TRIAD AREA,48,15273,0.31%,
3/8/14,6 WNC,12,8126,0.15%,
3/8/14,7 CLT AREA,76,19867,0.38%,
3/15/14,1 NENC,48,11627,0.41%,
3/15/14,2 SENC,4,6495,0.06%,
3/15/14,3 FAY AREA,46,13234,0.35%,
3/15/14,4 RTP AREA,80,13817,0.58%,
3/15/14,5 TRIAD AREA,34,16653,0.20%,
3/15/14,6 WNC,18,8752,0.21%,
3/15/14,7 CLT AREA,87,21551,0.40%,
3/22/14,1 NENC,32,11146,0.29%,
3/22/14,2 SENC,6,6105,0.10%,
3/22/14,3 FAY AREA,37,13021,0.28%,
3/22/14,4 RTP AREA,60,13298,0.45%,
3/22/14,5 TRIAD AREA,45,16114,0.28%,
3/22/14,6 WNC,10,8665,0.12%,
3/22/14,7 CLT AREA,51,21228,0.24%,
3/29/14,1 NENC,29,10940,0.27%,
3/29/14,2 SENC,7,6285,0.11%,
3/29/14,3 FAY AREA,40,12990,0.31%,
3/29/14,4 RTP AREA,72,13658,0.53%,
3/29/14,5 TRIAD AREA,25,16119,0.16%,
3/29/14,6 WNC,15,8495,0.18%,
3/29/14,7 CLT AREA,62,21969,0.28%,
4/5/14,1 NENC,26,11048,0.24%,
4/5/14,2 SENC,16,6243,0.26%,
4/5/14,3 FAY AREA,38,12310,0.31%,
4/5/14,4 RTP AREA,89,13247,0.67%,
4/5/14,5 TRIAD AREA,28,16443,0.17%,
4/5/14,6 WNC,12,8641,0.14%,
4/5/14,7 CLT AREA,46,21568,0.21%,
4/12/14,1 NENC,16,11058,0.14%,
4/12/14,2 SENC,9,6257,0.14%,
4/12/14,3 FAY AREA,36,12662,0.28%,
4/12/14,4 RTP AREA,50,13152,0.38%,
4/12/14,5 TRIAD AREA,44,16472,0.27%,
4/12/14,6 WNC,11,8928,0.12%,
4/12/14,7 CLT AREA,34,21734,0.16%,
4/19/14,1 NENC,18,10720,0.17%,
4/19/14,2 SENC,8,6297,0.13%,
4/19/14,3 FAY AREA,35,12688,0.28%,
4/19/14,4 RTP AREA,30,13807,0.22%,
4/19/14,5 TRIAD AREA,33,16638,0.20%,
4/19/14,6 WNC,19,8873,0.21%,
4/19/14,7 CLT AREA,22,21260,0.10%,
4/26/14,1 NENC,15,10846,0.14%,
4/26/14,2 SENC,3,5383,0.06%,
4/26/14,3 FAY AREA,29,12475,0.23%,
4/26/14,4 RTP AREA,34,14113,0.24%,
4/26/14,5 TRIAD AREA,31,16841,0.18%,
4/26/14,6 WNC,21,9092,0.23%,
4/26/14,7 CLT AREA,14,21537,0.07%,
5/3/14,1 NENC,11,10711,0.10%,
5/3/14,2 SENC,5,5875,0.09%,
5/3/14,3 FAY AREA,21,12594,0.17%,
5/3/14,4 RTP AREA,26,13915,0.19%,
5/3/14,5 TRIAD AREA,18,16086,0.11%,
5/3/14,6 WNC,10,8969,0.11%,
5/3/14,7 CLT AREA,9,21756,0.04%,
5/10/14,1 NENC,8,11101,0.07%,
5/10/14,2 SENC,2,6572,0.03%,
5/10/14,3 FAY AREA,13,12757,0.10%,
5/10/14,4 RTP AREA,21,14439,0.15%,
5/10/14,5 TRIAD AREA,13,16840,0.08%,
5/10/14,6 WNC,11,9179,0.12%,
5/10/14,7 CLT AREA,9,22001,0.04%,
5/17/14,1 NENC,5,9998,0.05%,
5/17/14,2 SENC,0,6347,0.00%,
5/17/14,3 FAY AREA,8,12188,0.07%,
5/17/14,4 RTP AREA,9,13965,0.06%,
5/17/14,5 TRIAD AREA,12,16545,0.07%,
5/17/14,6 WNC,4,9290,0.04%,
5/17/14,7 CLT AREA,6,21852,0.03%,
5/24/14,1 NENC,6,11622,0.05%,
5/24/14,2 SENC,1,6786,0.01%,
5/24/14,3 FAY AREA,12,13116,0.09%,
5/24/14,4 RTP AREA,10,14311,0.07%,
5/24/14,5 TRIAD AREA,5,16445,0.03%,
5/24/14,6 WNC,4,9391,0.04%,
5/24/14,7 CLT AREA,7,21812,0.03%,
5/31/14,1 NENC,14,11955,0.12%,
5/31/14,2 SENC,3,6836,0.04%,
5/31/14,3 FAY AREA,8,13378,0.06%,
5/31/14,4 RTP AREA,4,14931,0.03%,
5/31/14,5 TRIAD AREA,6,17301,0.03%,
5/31/14,6 WNC,1,9782,0.01%,
5/31/14,7 CLT AREA,4,23019,0.02%,
6/7/14,1 NENC,7,11429,0.06%,
6/7/14,2 SENC,3,6280,0.05%,
6/7/14,3 FAY AREA,4,13059,0.03%,
6/7/14,4 RTP AREA,3,14328,0.02%,
6/7/14,5 TRIAD AREA,5,16488,0.03%,
6/7/14,6 WNC,3,8995,0.03%,
6/7/14,7 CLT AREA,1,20881,0.00%,
6/14/14,1 NENC,3,11445,0.03%,
6/14/14,2 SENC,1,6611,0.02%,
6/14/14,3 FAY AREA,5,12880,0.04%,
6/14/14,4 RTP AREA,4,13985,0.03%,
6/14/14,5 TRIAD AREA,3,16522,0.02%,
6/14/14,6 WNC,1,9226,0.01%,
6/14/14,7 CLT AREA,4,21538,0.02%,
6/21/14,1 NENC,7,11641,0.06%,
6/21/14,2 SENC,4,6767,0.06%,
6/21/14,3 FAY AREA,5,13082,0.04%,
6/21/14,4 RTP AREA,1,14102,0.01%,
6/21/14,5 TRIAD AREA,3,16584,0.02%,
6/21/14,6 WNC,1,9179,0.01%,
6/21/14,7 CLT AREA,2,21542,0.01%,
6/28/14,1 NENC,2,11153,0.02%,
6/28/14,2 SENC,2,6633,0.03%,
6/28/14,3 FAY AREA,2,13033,0.02%,
6/28/14,4 RTP AREA,2,13591,0.01%,
6/28/14,5 TRIAD AREA,6,16748,0.04%,
6/28/14,6 WNC,1,9254,0.01%,
6/28/14,7 CLT AREA,3,22064,0.01%,
7/5/14,1 NENC,5,10602,0.05%,
7/5/14,2 SENC,2,6442,0.03%,
7/5/14,3 FAY AREA,4,12544,0.03%,
7/5/14,4 RTP AREA,1,13299,0.01%,
7/5/14,5 TRIAD AREA,0,15951,0.00%,
7/5/14,6 WNC,3,8862,0.03%,
7/5/14,7 CLT AREA,3,21062,0.01%,
7/12/14,1 NENC,6,11211,0.05%,
7/12/14,2 SENC,0,6740,0.00%,
7/12/14,3 FAY AREA,0,13017,0.00%,
7/12/14,4 RTP AREA,0,13407,0.00%,
7/12/14,5 TRIAD AREA,2,16347,0.01%,
7/12/14,6 WNC,0,9329,0.00%,
7/12/14,7 CLT AREA,5,21760,0.02%,
7/19/14,1 NENC,2,11055,0.02%,
7/19/14,2 SENC,0,6492,0.00%,
7/19/14,3 FAY AREA,1,12595,0.01%,
7/19/14,4 RTP AREA,6,13514,0.04%,
7/19/14,5 TRIAD AREA,1,16061,0.01%,
7/19/14,6 WNC,2,9175,0.02%,
7/19/14,7 CLT AREA,1,20689,0.00%,
7/26/14,1 NENC,3,10744,0.03%,
7/26/14,2 SENC,1,6418,0.02%,
7/26/14,3 FAY AREA,1,12646,0.01%,
7/26/14,4 RTP AREA,2,13061,0.02%,
7/26/14,5 TRIAD AREA,0,15509,0.00%,
7/26/14,6 WNC,0,9179,0.00%,
7/26/14,7 CLT AREA,3,20631,0.01%,
8/2/14,1 NENC,3,10574,0.03%,
8/2/14,2 SENC,0,6357,0.00%,
8/2/14,3 FAY AREA,3,12504,0.02%,
8/2/14,4 RTP AREA,0,13096,0.00%,
8/2/14,5 TRIAD AREA,1,15747,0.01%,
8/2/14,6 WNC,1,8988,0.01%,
8/2/14,7 CLT AREA,1,20966,0.00%,
8/9/14,1 NENC,1,11094,0.01%,
8/9/14,2 SENC,0,6404,0.00%,
8/9/14,3 FAY AREA,2,12935,0.02%,
8/9/14,4 RTP AREA,1,13451,0.01%,
8/9/14,5 TRIAD AREA,2,15763,0.01%,
8/9/14,6 WNC,0,9213,0.00%,
8/9/14,7 CLT AREA,4,21533,0.02%,
8/16/14,1 NENC,3,11096,0.03%,
8/16/14,2 SENC,0,6497,0.00%,
8/16/14,3 FAY AREA,2,12925,0.02%,
8/16/14,4 RTP AREA,0,13256,0.00%,
8/16/14,5 TRIAD AREA,4,16019,0.02%,
8/16/14,6 WNC,2,9226,0.02%,
8/16/14,7 CLT AREA,1,21573,0.00%,
8/23/14,1 NENC,9,10976,0.08%,
8/23/14,2 SENC,0,6469,0.00%,
8/23/14,3 FAY AREA,3,13166,0.02%,
8/23/14,4 RTP AREA,2,13360,0.01%,
8/23/14,5 TRIAD AREA,3,15692,0.02%,
8/23/14,6 WNC,1,9330,0.01%,
8/23/14,7 CLT AREA,3,21764,0.01%,
8/30/14,1 NENC,10,10534,0.09%,
8/30/14,2 SENC,1,6073,0.02%,
8/30/14,3 FAY AREA,1,13001,0.01%,
8/30/14,4 RTP AREA,0,13389,0.00%,
8/30/14,5 TRIAD AREA,2,15936,0.01%,
8/30/14,6 WNC,2,9232,0.02%,
8/30/14,7 CLT AREA,1,20535,0.00%,
9/6/14,1 NENC,3,11888,0.03%,
9/6/14,2 SENC,0,6585,0.00%,
9/6/14,3 FAY AREA,1,13685,0.01%,
9/6/14,4 RTP AREA,4,14260,0.03%,
9/6/14,5 TRIAD AREA,3,16892,0.02%,
9/6/14,6 WNC,1,9699,0.01%,
9/6/14,7 CLT AREA,5,22448,0.02%,
9/13/14,1 NENC,12,11938,0.10%,
9/13/14,2 SENC,1,6758,0.01%,
9/13/14,3 FAY AREA,3,14009,0.02%,
9/13/14,4 RTP AREA,7,14636,0.05%,
9/13/14,5 TRIAD AREA,2,16823,0.01%,
9/13/14,6 WNC,1,9898,0.01%,
9/13/14,7 CLT AREA,7,23112,0.03%,
9/20/14,1 NENC,6,12042,0.05%,
9/20/14,2 SENC,4,6593,0.06%,
9/20/14,3 FAY AREA,8,14009,0.06%,
9/20/14,4 RTP AREA,4,14356,0.03%,
9/20/14,5 TRIAD AREA,3,16586,0.02%,
9/20/14,6 WNC,7,9677,0.07%,
9/20/14,7 CLT AREA,9,23032,0.04%,
