Week Ending Date,Region,Definition Count,Total ED Visits,Percentage Of Total ED Visits,
3/9/19,4 RTP AREA,602,14854,4.05%,
3/9/19,5 TRIAD AREA,636,15638,4.07%,
3/9/19,6 WNC,272,8897,3.06%,
3/9/19,7 CLT AREA,414,21515,1.92%,
3/16/19,1 NENC,479,12325,3.89%,
3/16/19,2 SENC,116,7219,1.61%,
3/16/19,3 FAY AREA,731,16770,4.36%,
3/16/19,4 RTP AREA,606,15635,3.88%,
3/16/19,5 TRIAD AREA,582,16723,3.48%,
3/16/19,6 WNC,201,9367,2.15%,
3/16/19,7 CLT AREA,319,22878,1.39%,
3/23/19,1 NENC,363,12135,2.99%,
3/23/19,2 SENC,114,7010,1.63%,
3/23/19,3 FAY AREA,426,16074,2.65%,
3/23/19,4 RTP AREA,430,15479,2.78%,
3/23/19,5 TRIAD AREA,389,16428,2.37%,
3/23/19,6 WNC,146,9181,1.59%,
3/23/19,7 CLT AREA,221,22660,0.98%,
3/30/19,1 NENC,274,12205,2.24%,
3/30/19,2 SENC,90,6982,1.29%,
3/30/19,3 FAY AREA,401,16161,2.48%,
3/30/19,4 RTP AREA,290,15315,1.89%,
3/30/19,5 TRIAD AREA,314,16529,1.90%,
3/30/19,6 WNC,143,9427,1.52%,
3/30/19,7 CLT AREA,183,22810,0.80%,
4/6/19,1 NENC,186,11720,1.59%,
4/6/19,2 SENC,48,6781,0.71%,
4/6/19,3 FAY AREA,417,15816,2.64%,
4/6/19,4 RTP AREA,213,14848,1.43%,
4/6/19,5 TRIAD AREA,242,15950,1.52%,
4/6/19,6 WNC,141,9188,1.53%,
4/6/19,7 CLT AREA,155,22073,0.70%,
4/13/19,1 NENC,152,12141,1.25%,
4/13/19,2 SENC,33,7118,0.46%,
4/13/19,3 FAY AREA,283,15938,1.78%,
4/13/19,4 RTP AREA,138,14981,0.92%,
4/13/19,5 TRIAD AREA,172,16739,1.03%,
4/13/19,6 WNC,69,9277,0.74%,
4/13/19,7 CLT AREA,108,23083,0.47%,
4/20/19,1 NENC,87,11694,0.74%,
4/20/19,2 SENC,18,6873,0.26%,
4/20/19,3 FAY AREA,166,14634,1.13%,
4/20/19,4 RTP AREA,96,14353,0.67%,
4/20/19,5 TRIAD AREA,91,15874,0.57%,
4/20/19,6 WNC,42,8824,0.48%,
4/20/19,7 CLT AREA,48,22043,0.22%,
4/27/19,1 NENC,58,11779,0.49%,
4/27/19,2 SENC,21,6777,0.31%,
4/27/19,3 FAY AREA,106,14592,0.73%,
4/27/19,4 RTP AREA,32,14781,0.22%,
4/27/19,5 TRIAD AREA,50,15965,0.31%,
4/27/19,6 WNC,27,8927,0.30%,
4/27/19,7 CLT AREA,40,22259,0.18%,
5/4/19,1 NENC,46,12008,0.38%,
5/4/19,2 SENC,9,7177,0.13%,
5/4/19,3 FAY AREA,47,15242,0.31%,
5/4/19,4 RTP AREA,20,14912,0.13%,
5/4/19,5 TRIAD AREA,48,16215,0.30%,
5/4/19,6 WNC,16,9139,0.18%,
5/4/19,7 CLT AREA,29,22902,0.13%,
5/11/19,1 NENC,13,11760,0.11%,
5/11/19,2 SENC,14,6898,0.20%,
5/11/19,3 FAY AREA,22,14944,0.15%,
5/11/19,4 RTP AREA,16,14965,0.11%,
5/11/19,5 TRIAD AREA,34,16017,0.21%,
5/11/19,6 WNC,12,8956,0.13%,
5/11/19,7 CLT AREA,17,22123,0.08%,
5/18/19,1 NENC,13,11579,0.11%,
5/18/19,2 SENC,13,6898,0.19%,
5/18/19,3 FAY AREA,26,15011,0.17%,
5/18/19,4 RTP AREA,11,14934,0.07%,
5/18/19,5 TRIAD AREA,15,15980,0.09%,
5/18/19,6 WNC,16,9203,0.17%,
5/18/19,7 CLT AREA,17,22632,0.08%,
5/25/19,1 NENC,13,11674,0.11%,
5/25/19,2 SENC,12,6941,0.17%,
5/25/19,3 FAY AREA,22,15224,0.14%,
5/25/19,4 RTP AREA,12,15110,0.08%,
5/25/19,5 TRIAD AREA,20,16524,0.12%,
5/25/19,6 WNC,10,9261,0.11%,
5/25/19,7 CLT AREA,22,23375,0.09%,
6/1/19,1 NENC,8,11765,0.07%,
6/1/19,2 SENC,9,6878,0.13%,
6/1/19,3 FAY AREA,16,15262,0.10%,
6/1/19,4 RTP AREA,13,15215,0.09%,
6/1/19,5 TRIAD AREA,18,16361,0.11%,
6/1/19,6 WNC,9,9385,0.10%,
6/1/19,7 CLT AREA,12,23159,0.05%,
6/8/19,1 NENC,8,10996,0.07%,
6/8/19,2 SENC,7,6457,0.11%,
6/8/19,3 FAY AREA,7,14177,0.05%,
6/8/19,4 RTP AREA,9,14454,0.06%,
6/8/19,5 TRIAD AREA,16,15519,0.10%,
6/8/19,6 WNC,10,8873,0.11%,
6/8/19,7 CLT AREA,7,22065,0.03%,
6/15/19,1 NENC,10,10966,0.09%,
6/15/19,2 SENC,2,6735,0.03%,
6/15/19,3 FAY AREA,3,13830,0.02%,
6/15/19,4 RTP AREA,14,14254,0.10%,
6/15/19,5 TRIAD AREA,11,15316,0.07%,
6/15/19,6 WNC,1,8564,0.01%,
6/15/19,7 CLT AREA,10,21679,0.05%,
6/22/19,1 NENC,3,11050,0.03%,
6/22/19,2 SENC,3,6767,0.04%,
6/22/19,3 FAY AREA,8,14417,0.06%,
6/22/19,4 RTP AREA,7,14500,0.05%,
6/22/19,5 TRIAD AREA,8,15470,0.05%,
6/22/19,6 WNC,7,8963,0.08%,
6/22/19,7 CLT AREA,8,21674,0.04%,
6/29/19,1 NENC,3,11151,0.03%,
6/29/19,2 SENC,0,6871,0.00%,
6/29/19,3 FAY AREA,13,14293,0.09%,
6/29/19,4 RTP AREA,5,14442,0.03%,
6/29/19,5 TRIAD AREA,6,15400,0.04%,
6/29/19,6 WNC,2,9043,0.02%,
6/29/19,7 CLT AREA,5,21492,0.02%,
7/6/19,1 NENC,14,10768,0.13%,
7/6/19,2 SENC,0,6656,0.00%,
7/6/19,3 FAY AREA,4,13548,0.03%,
7/6/19,4 RTP AREA,8,13878,0.06%,
7/6/19,5 TRIAD AREA,4,14831,0.03%,
7/6/19,6 WNC,4,8675,0.05%,
7/6/19,7 CLT AREA,5,20886,0.02%,
7/13/19,1 NENC,6,11145,0.05%,
7/13/19,2 SENC,3,6614,0.05%,
7/13/19,3 FAY AREA,6,13895,0.04%,
7/13/19,4 RTP AREA,6,14570,0.04%,
7/13/19,5 TRIAD AREA,5,15498,0.03%,
7/13/19,6 WNC,2,9182,0.02%,
7/13/19,7 CLT AREA,10,21936,0.05%,
7/20/19,1 NENC,5,11054,0.05%,
7/20/19,2 SENC,5,6693,0.07%,
7/20/19,3 FAY AREA,2,13629,0.01%,
7/20/19,4 RTP AREA,4,14341,0.03%,
7/20/19,5 TRIAD AREA,5,15639,0.03%,
7/20/19,6 WNC,1,8883,0.01%,
7/20/19,7 CLT AREA,2,21657,0.01%,
7/27/19,1 NENC,2,10863,0.02%,
7/27/19,2 SENC,0,6574,0.00%,
7/27/19,3 FAY AREA,0,13561,0.00%,
7/27/19,4 RTP AREA,1,14107,0.01%,
7/27/19,5 TRIAD AREA,12,15153,0.08%,
7/27/19,6 WNC,2,8953,0.02%,
7/27/19,7 CLT AREA,6,21103,0.03%,
8/3/19,1 NENC,4,10758,0.04%,
8/3/19,2 SENC,1,6601,0.02%,
8/3/19,3 FAY AREA,3,13341,0.02%,
8/3/19,4 RTP AREA,5,13932,0.04%,
8/3/19,5 TRIAD AREA,8,15053,0.05%,
8/3/19,6 WNC,2,8775,0.02%,
8/3/19,7 CLT AREA,2,21040,0.01%,
8/10/19,1 NENC,0,11055,0.00%,
8/10/19,2 SENC,3,6612,0.05%,
8/10/19,3 FAY AREA,1,13759,0.01%,
8/10/19,4 RTP AREA,2,14231,0.01%,
8/10/19,5 TRIAD AREA,6,15323,0.04%,
8/10/19,6 WNC,1,8832,0.01%,
8/10/19,7 CLT AREA,1,21110,0.00%,
8/17/19,1 NENC,4,10997,0.04%,
8/17/19,2 SENC,1,6703,0.01%,
8/17/19,3 FAY AREA,2,13491,0.01%,
8/17/19,4 RTP AREA,5,14239,0.04%,
8/17/19,5 TRIAD AREA,9,15496,0.06%,
8/17/19,6 WNC,2,8966,0.02%,
8/17/19,7 CLT AREA,2,21478,0.01%,
8/24/19,1 NENC,8,10797,0.07%,
8/24/19,2 SENC,3,6696,0.04%,
8/24/19,3 FAY AREA,1,13291,0.01%,
8/24/19,4 RTP AREA,3,14490,0.02%,
8/24/19,5 TRIAD AREA,5,15159,0.03%,
8/24/19,6 WNC,3,8769,0.03%,
8/24/19,7 CLT AREA,5,21199,0.02%,
8/31/19,1 NENC,6,11101,0.05%,
8/31/19,2 SENC,2,6563,0.03%,
8/31/19,3 FAY AREA,5,13608,0.04%,
8/31/19,4 RTP AREA,2,14190,0.01%,
8/31/19,5 TRIAD AREA,6,15280,0.04%,
8/31/19,6 WNC,8,8906,0.09%,
8/31/19,7 CLT AREA,14,21228,0.07%,
9/7/19,1 NENC,4,11121,0.04%,
9/7/19,2 SENC,1,6478,0.02%,
9/7/19,3 FAY AREA,6,13888,0.04%,
9/7/19,4 RTP AREA,8,14588,0.05%,
9/7/19,5 TRIAD AREA,22,16253,0.14%,
9/7/19,6 WNC,7,9020,0.08%,
9/7/19,7 CLT AREA,7,22412,0.03%,
9/14/19,1 NENC,11,11926,0.09%,
9/14/19,2 SENC,3,6959,0.04%,
9/14/19,3 FAY AREA,2,15091,0.01%,
9/14/19,4 RTP AREA,6,15234,0.04%,
9/14/19,5 TRIAD AREA,18,16686,0.11%,
9/14/19,6 WNC,6,9213,0.07%,
9/14/19,7 CLT AREA,15,22811,0.07%,
9/21/19,1 NENC,14,11609,0.12%,
9/21/19,2 SENC,6,6984,0.09%,
9/21/19,3 FAY AREA,12,14476,0.08%,
9/21/19,4 RTP AREA,10,14862,0.07%,
9/21/19,5 TRIAD AREA,21,16012,0.13%,
9/21/19,6 WNC,12,9133,0.13%,
9/21/19,7 CLT AREA,19,22484,0.08%,
9/28/19,1 NENC,21,11802,0.18%,
9/28/19,2 SENC,1,7213,0.01%,
9/28/19,3 FAY AREA,16,14813,0.11%,
9/28/19,4 RTP AREA,16,15181,0.11%,
9/28/19,5 TRIAD AREA,27,16369,0.16%,
9/28/19,6 WNC,14,9835,0.14%,
9/28/19,7 CLT AREA,41,22761,0.18%,
10/5/19,1 NENC,15,11673,0.13%,
10/5/19,2 SENC,3,7003,0.04%,
10/5/19,3 FAY AREA,14,14644,0.10%,
10/5/19,4 RTP AREA,14,15032,0.09%,
10/5/19,5 TRIAD AREA,45,16049,0.28%,
10/5/19,6 WNC,11,9474,0.12%,
10/5/19,7 CLT AREA,33,22168,0.15%,
10/12/19,1 NENC,27,11468,0.24%,
10/12/19,2 SENC,7,6723,0.10%,
10/12/19,3 FAY AREA,21,14398,0.15%,
10/12/19,4 RTP AREA,19,14512,0.13%,
10/12/19,5 TRIAD AREA,28,15650,0.18%,
10/12/19,6 WNC,11,8887,0.12%,
10/12/19,7 CLT AREA,33,21690,0.15%,
10/19/19,1 NENC,23,11139,0.21%,
10/19/19,2 SENC,4,6709,0.06%,
10/19/19,3 FAY AREA,24,13641,0.18%,
10/19/19,4 RTP AREA,18,13937,0.13%,
10/19/19,5 TRIAD AREA,40,15216,0.26%,
10/19/19,6 WNC,22,8640,0.25%,
10/19/19,7 CLT AREA,32,20881,0.15%,
10/26/19,1 NENC,27,11280,0.24%,
10/26/19,2 SENC,12,6838,0.18%,
10/26/19,3 FAY AREA,25,14159,0.18%,
10/26/19,4 RTP AREA,20,14321,0.14%,
10/26/19,5 TRIAD AREA,42,15392,0.27%,
10/26/19,6 WNC,26,8685,0.30%,
10/26/19,7 CLT AREA,41,21409,0.19%,
11/2/19,1 NENC,28,11245,0.25%,
11/2/19,2 SENC,8,6626,0.12%,
11/2/19,3 FAY AREA,35,14044,0.25%,
11/2/19,4 RTP AREA,17,14111,0.12%,
11/2/19,5 TRIAD AREA,61,15420,0.40%,
11/2/19,6 WNC,26,8831,0.29%,
11/2/19,7 CLT AREA,42,21322,0.20%,
11/9/19,1 NENC,19,10824,0.18%,
11/9/19,2 SENC,8,6322,0.13%,
11/9/19,3 FAY AREA,46,13353,0.34%,
11/9/19,4 RTP AREA,25,13785,0.18%,
11/9/19,5 TRIAD AREA,53,14900,0.36%,
11/9/19,6 WNC,24,8452,0.28%,
11/9/19,7 CLT AREA,54,20666,0.26%,
11/16/19,1 NENC,21,10609,0.20%,
11/16/19,2 SENC,16,6133,0.26%,
11/16/19,3 FAY AREA,56,12880,0.43%,
11/16/19,4 RTP AREA,28,13515,0.21%,
11/16/19,5 TRIAD AREA,74,14689,0.50%,
11/16/19,6 WNC,63,8306,0.76%,
11/16/19,7 CLT AREA,66,20300,0.33%,
11/23/19,1 NENC,42,10747,0.39%,
11/23/19,2 SENC,8,6504,0.12%,
11/23/19,3 FAY AREA,52,13478,0.39%,
11/23/19,4 RTP AREA,30,14168,0.21%,
11/23/19,5 TRIAD AREA,124,15512,0.80%,
11/23/19,6 WNC,101,8980,1.12%,
11/23/19,7 CLT AREA,108,21457,0.50%,
11/30/19,1 NENC,51,10191,0.50%,
11/30/19,2 SENC,21,6441,0.33%,
11/30/19,3 FAY AREA,54,12622,0.43%,
11/30/19,4 RTP AREA,58,13221,0.44%,
11/30/19,5 TRIAD AREA,216,15039,1.44%,
11/30/19,6 WNC,115,8641,1.33%,
11/30/19,7 CLT AREA,157,20607,0.76%,
12/7/19,1 NENC,78,11213,0.70%,
12/7/19,2 SENC,28,6753,0.41%,
12/7/19,3 FAY AREA,83,13582,0.61%,
12/7/19,4 RTP AREA,78,14281,0.55%,
12/7/19,5 TRIAD AREA,283,16237,1.74%,
12/7/19,6 WNC,129,9062,1.42%,
12/7/19,7 CLT AREA,209,22230,0.94%,
12/14/19,1 NENC,111,11244,0.99%,
12/14/19,2 SENC,45,6670,0.67%,
12/14/19,3 FAY AREA,151,13468,1.12%,
12/14/19,4 RTP AREA,144,14918,0.97%,
12/14/19,5 TRIAD AREA,371,15750,2.36%,
12/14/19,6 WNC,202,8799,2.30%,
12/14/19,7 CLT AREA,356,22297,1.60%,
12/21/19,1 NENC,217,11265,1.93%,
12/21/19,2 SENC,75,6614,1.13%,
12/21/19,3 FAY AREA,229,13546,1.69%,
12/21/19,4 RTP AREA,288,14676,1.96%,
12/21/19,5 TRIAD AREA,639,16505,3.87%,
12/21/19,6 WNC,309,8995,3.44%,
12/21/19,7 CLT AREA,639,23332,2.74%,
12/28/19,1 NENC,489,12007,4.07%,
12/28/19,2 SENC,210,6843,3.07%,
12/28/19,3 FAY AREA,496,14284,3.47%,
12/28/19,4 RTP AREA,518,14922,3.47%,
12/28/19,5 TRIAD AREA,1012,16978,5.96%,
12/28/19,6 WNC,518,9679,5.35%,
12/28/19,7 CLT AREA,1188,24453,4.86%,
1/4/20,1 NENC,471,12941,3.64%,
1/4/20,2 SENC,198,7563,2.62%,
1/4/20,3 FAY AREA,474,15012,3.16%,
1/4/20,4 RTP AREA,767,16177,4.74%,
1/4/20,5 TRIAD AREA,876,17895,4.90%,
1/4/20,6 WNC,415,10002,4.15%,
1/4/20,7 CLT AREA,1023,25121,4.07%,
1/11/20,1 NENC,421,12148,3.47%,
1/11/20,2 SENC,158,6880,2.30%,
1/11/20,3 FAY AREA,343,14341,2.39%,
1/11/20,4 RTP AREA,663,15669,4.23%,
1/11/20,5 TRIAD AREA,523,16110,3.25%,
1/11/20,6 WNC,297,9124,3.26%,
1/11/20,7 CLT AREA,709,23188,3.06%,
1/18/20,1 NENC,564,11994,4.70%,
1/18/20,2 SENC,226,6903,3.27%,
1/18/20,3 FAY AREA,540,14626,3.69%,
1/18/20,4 RTP AREA,832,16014,5.20%,
1/18/20,5 TRIAD AREA,512,15929,3.21%,
1/18/20,6 WNC,275,9021,3.05%,
1/18/20,7 CLT AREA,672,22796,2.95%,
1/25/20,1 NENC,631,11937,5.29%,
1/25/20,2 SENC,269,6757,3.98%,
1/25/20,3 FAY AREA,662,14170,4.67%,
1/25/20,4 RTP AREA,936,15114,6.19%,
1/25/20,5 TRIAD AREA,534,15523,3.44%,
1/25/20,6 WNC,249,8503,2.93%,
1/25/20,7 CLT AREA,750,22179,3.38%,
2/1/20,1 NENC,891,12421,7.17%,
2/1/20,2 SENC,323,6960,4.64%,
2/1/20,3 FAY AREA,1065,15046,7.08%,
2/1/20,4 RTP AREA,1425,16121,8.84%,
2/1/20,5 TRIAD AREA,776,16047,4.84%,
2/1/20,6 WNC,275,8829,3.11%,
2/1/20,7 CLT AREA,997,23296,4.28%,
2/8/20,1 NENC,1253,13114,9.55%,
2/8/20,2 SENC,496,7319,6.78%,
2/8/20,3 FAY AREA,1420,16011,8.87%,
2/8/20,4 RTP AREA,1758,16966,10.36%,
2/8/20,5 TRIAD AREA,1108,16658,6.65%,
2/8/20,6 WNC,341,8897,3.83%,
2/8/20,7 CLT AREA,1134,23809,4.76%,
2/15/20,1 NENC,978,12199,8.02%,
2/15/20,2 SENC,446,7169,6.22%,
2/15/20,3 FAY AREA,1218,15638,7.79%,
2/15/20,4 RTP AREA,1269,16133,7.87%,
2/15/20,5 TRIAD AREA,931,16256,5.73%,
2/15/20,6 WNC,264,8776,3.01%,
2/15/20,7 CLT AREA,903,22777,3.96%,
2/22/20,1 NENC,762,11458,6.65%,
2/22/20,2 SENC,345,6619,5.21%,
2/22/20,3 FAY AREA,909,14104,6.44%,
2/22/20,4 RTP AREA,887,14713,6.03%,
2/22/20,5 TRIAD AREA,898,15784,5.69%,
2/22/20,6 WNC,243,8547,2.84%,
2/22/20,7 CLT AREA,721,21746,3.32%,
2/29/20,1 NENC,691,11581,5.97%,
2/29/20,2 SENC,385,6839,5.63%,
2/29/20,3 FAY AREA,714,14365,4.97%,
2/29/20,4 RTP AREA,668,14937,4.47%,
2/29/20,5 TRIAD AREA,796,15744,5.06%,
2/29/20,6 WNC,219,8571,2.56%,
2/29/20,7 CLT AREA,617,21490,2.87%,
3/7/20,1 NENC,837,11845,7.07%,
3/7/20,2 SENC,351,6783,5.17%,
3/7/20,3 FAY AREA,718,14293,5.02%,
3/7/20,4 RTP AREA,566,15091,3.75%,
3/7/20,5 TRIAD AREA,707,15777,4.48%,
3/7/20,6 WNC,237,8631,2.75%,
3/7/20,7 CLT AREA,589,21662,2.72%,
3/14/20,1 NENC,659,12029,5.48%,
3/14/20,2 SENC,315,6747,4.67%,
3/14/20,3 FAY AREA,660,14644,4.51%,
3/14/20,4 RTP AREA,595,14936,3.98%,
3/14/20,5 TRIAD AREA,615,15712,3.91%,
3/14/20,6 WNC,220,8696,2.53%,
3/14/20,7 CLT AREA,567,22370,2.53%,
3/21/20,1 NENC,369,9409,3.92%,
3/21/20,2 SENC,149,5348,2.79%,
3/21/20,3 FAY AREA,316,11681,2.71%,
3/21/20,4 RTP AREA,280,11982,2.34%,
3/21/20,5 TRIAD AREA,278,12738,2.18%,
3/21/20,6 WNC,132,6865,1.92%,
3/21/20,7 CLT AREA,373,18420,2.02%,
3/28/20,1 NENC,89,7482,1.19%,
3/28/20,2 SENC,49,4245,1.15%,
3/28/20,3 FAY AREA,67,9320,0.72%,
3/28/20,4 RTP AREA,61,9609,0.63%,
3/28/20,5 TRIAD AREA,85,10221,0.83%,
3/28/20,6 WNC,37,5454,0.68%,
3/28/20,7 CLT AREA,148,14407,1.03%,
4/4/20,1 NENC,23,6244,0.37%,
4/4/20,2 SENC,12,3546,0.34%,
4/4/20,3 FAY AREA,28,8002,0.35%,
4/4/20,4 RTP AREA,23,8287,0.28%,
4/4/20,5 TRIAD AREA,38,8660,0.44%,
4/4/20,6 WNC,13,4773,0.27%,
4/4/20,7 CLT AREA,111,12624,0.88%,
4/11/20,1 NENC,22,6160,0.36%,
4/11/20,2 SENC,6,3623,0.17%,
4/11/20,3 FAY AREA,14,7849,0.18%,
4/11/20,4 RTP AREA,10,8254,0.12%,
4/11/20,5 TRIAD AREA,18,8398,0.21%,
4/11/20,6 WNC,6,4691,0.13%,
4/11/20,7 CLT AREA,84,11999,0.70%,
4/18/20,1 NENC,17,6116,0.28%,
4/18/20,2 SENC,5,3631,0.14%,
4/18/20,3 FAY AREA,9,7799,0.12%,
4/18/20,4 RTP AREA,9,8341,0.11%,
4/18/20,5 TRIAD AREA,6,8730,0.07%,
4/18/20,6 WNC,7,4864,0.14%,
4/18/20,7 CLT AREA,52,11970,0.43%,
4/25/20,1 NENC,2,6226,0.03%,
4/25/20,2 SENC,1,3776,0.03%,
4/25/20,3 FAY AREA,13,8237,0.16%,
4/25/20,4 RTP AREA,4,8701,0.05%,
4/25/20,5 TRIAD AREA,8,9027,0.09%,
4/25/20,6 WNC,8,5230,0.15%,
4/25/20,7 CLT AREA,58,12217,0.47%,
5/2/20,1 NENC,14,6708,0.21%,
5/2/20,2 SENC,1,4064,0.02%,
5/2/20,3 FAY AREA,10,8744,0.11%,
5/2/20,4 RTP AREA,4,9073,0.04%,
5/2/20,5 TRIAD AREA,16,9701,0.16%,
5/2/20,6 WNC,5,5520,0.09%,
5/2/20,7 CLT AREA,22,12755,0.17%,
5/9/20,1 NENC,5,6772,0.07%,
5/9/20,2 SENC,3,4412,0.07%,
5/9/20,3 FAY AREA,7,8986,0.08%,
5/9/20,4 RTP AREA,6,9243,0.06%,
5/9/20,5 TRIAD AREA,6,9849,0.06%,
5/9/20,6 WNC,4,5913,0.07%,
5/9/20,7 CLT AREA,31,13634,0.23%,
5/16/20,1 NENC,11,7302,0.15%,
5/16/20,2 SENC,1,4418,0.02%,
5/16/20,3 FAY AREA,9,9338,0.10%,
5/16/20,4 RTP AREA,2,9540,0.02%,
5/16/20,5 TRIAD AREA,5,10439,0.05%,
5/16/20,6 WNC,7,6202,0.11%,
5/16/20,7 CLT AREA,15,14144,0.11%,
5/23/20,1 NENC,5,7485,0.07%,
5/23/20,2 SENC,1,4571,0.02%,
5/23/20,3 FAY AREA,5,9776,0.05%,
5/23/20,4 RTP AREA,5,10253,0.05%,
5/23/20,5 TRIAD AREA,18,11153,0.16%,
5/23/20,6 WNC,4,6284,0.06%,
5/23/20,7 CLT AREA,9,14770,0.06%,
5/30/20,1 NENC,2,7822,0.03%,
5/30/20,2 SENC,0,5156,0.00%,
5/30/20,3 FAY AREA,10,10236,0.10%,
5/30/20,4 RTP AREA,5,11179,0.04%,
5/30/20,5 TRIAD AREA,11,11719,0.09%,
5/30/20,6 WNC,4,6786,0.06%,
5/30/20,7 CLT AREA,20,15763,0.13%,
6/6/20,1 NENC,1,8028,0.01%,
6/6/20,2 SENC,1,5051,0.02%,
6/6/20,3 FAY AREA,2,10370,0.02%,
6/6/20,4 RTP AREA,3,11175,0.03%,
6/6/20,5 TRIAD AREA,5,11980,0.04%,
6/6/20,6 WNC,4,6860,0.06%,
6/6/20,7 CLT AREA,15,16306,0.09%,
6/13/20,1 NENC,5,8318,0.06%,
6/13/20,2 SENC,1,5284,0.02%,
6/13/20,3 FAY AREA,3,10977,0.03%,
6/13/20,4 RTP AREA,11,11764,0.09%,
6/13/20,5 TRIAD AREA,8,12532,0.06%,
6/13/20,6 WNC,3,7055,0.04%,
6/13/20,7 CLT AREA,34,17101,0.20%,
6/20/20,1 NENC,7,8084,0.09%,
6/20/20,2 SENC,2,5435,0.04%,
6/20/20,3 FAY AREA,5,10817,0.05%,
6/20/20,4 RTP AREA,9,11432,0.08%,
6/20/20,5 TRIAD AREA,6,12086,0.05%,
6/20/20,6 WNC,1,6971,0.01%,
6/20/20,7 CLT AREA,28,16440,0.17%,
6/27/20,1 NENC,1,8738,0.01%,
6/27/20,2 SENC,3,6030,0.05%,
6/27/20,3 FAY AREA,8,11174,0.07%,
6/27/20,4 RTP AREA,9,11954,0.08%,
6/27/20,5 TRIAD AREA,15,12533,0.12%,
6/27/20,6 WNC,5,7188,0.07%,
6/27/20,7 CLT AREA,20,17738,0.11%,
7/4/20,1 NENC,1,8659,0.01%,
7/4/20,2 SENC,0,5984,0.00%,
7/4/20,3 FAY AREA,2,11170,0.02%,
7/4/20,4 RTP AREA,3,12265,0.02%,
7/4/20,5 TRIAD AREA,6,12650,0.05%,
7/4/20,6 WNC,6,7042,0.09%,
7/4/20,7 CLT AREA,27,17774,0.15%,
7/11/20,1 NENC,6,9064,0.07%,
7/11/20,2 SENC,1,6281,0.02%,
7/11/20,3 FAY AREA,5,11717,0.04%,
7/11/20,4 RTP AREA,12,12569,0.10%,
7/11/20,5 TRIAD AREA,4,13281,0.03%,
7/11/20,6 WNC,1,7668,0.01%,
7/11/20,7 CLT AREA,27,18805,0.14%,
7/18/20,1 NENC,5,9099,0.05%,
7/18/20,2 SENC,2,5918,0.03%,
7/18/20,3 FAY AREA,5,11927,0.04%,
7/18/20,4 RTP AREA,8,12615,0.06%,
7/18/20,5 TRIAD AREA,12,13139,0.09%,
7/18/20,6 WNC,4,7316,0.05%,
7/18/20,7 CLT AREA,22,18734,0.12%,
7/25/20,1 NENC,7,9210,0.08%,
7/25/20,2 SENC,0,5885,0.00%,
7/25/20,3 FAY AREA,3,11721,0.03%,
7/25/20,4 RTP AREA,9,12384,0.07%,
7/25/20,5 TRIAD AREA,9,13137,0.07%,
7/25/20,6 WNC,5,7448,0.07%,
7/25/20,7 CLT AREA,23,18564,0.12%,
8/1/20,1 NENC,2,9420,0.02%,
8/1/20,2 SENC,0,5963,0.00%,
8/1/20,3 FAY AREA,2,11749,0.02%,
8/1/20,4 RTP AREA,10,12356,0.08%,
8/1/20,5 TRIAD AREA,5,13156,0.04%,
8/1/20,6 WNC,4,7537,0.05%,
8/1/20,7 CLT AREA,15,18217,0.08%,
8/8/20,1 NENC,1,8927,0.01%,
8/8/20,2 SENC,0,5958,0.00%,
8/8/20,3 FAY AREA,3,11572,0.03%,
8/8/20,4 RTP AREA,10,12132,0.08%,
8/8/20,5 TRIAD AREA,5,12905,0.04%,
8/8/20,6 WNC,5,7361,0.07%,
8/8/20,7 CLT AREA,27,18374,0.15%,
8/15/20,1 NENC,0,9197,0.00%,
8/15/20,2 SENC,3,5992,0.05%,
8/15/20,3 FAY AREA,4,11762,0.03%,
8/15/20,4 RTP AREA,8,12271,0.07%,
8/15/20,5 TRIAD AREA,3,13353,0.02%,
8/15/20,6 WNC,1,7469,0.01%,
8/15/20,7 CLT AREA,16,18539,0.09%,
8/22/20,1 NENC,2,9119,0.02%,
8/22/20,2 SENC,0,5845,0.00%,
8/22/20,3 FAY AREA,2,11554,0.02%,
8/22/20,4 RTP AREA,8,12101,0.07%,
8/22/20,5 TRIAD AREA,6,13200,0.05%,
8/22/20,6 WNC,12,7487,0.16%,
8/22/20,7 CLT AREA,21,18407,0.11%,
8/29/20,1 NENC,3,9387,0.03%,
8/29/20,2 SENC,1,5846,0.02%,
8/29/20,3 FAY AREA,4,12188,0.03%,
8/29/20,4 RTP AREA,4,12362,0.03%,
8/29/20,5 TRIAD AREA,4,13305,0.03%,
8/29/20,6 WNC,14,7796,0.18%,
8/29/20,7 CLT AREA,14,18784,0.07%,
9/5/20,1 NENC,0,9348,0.00%,
9/5/20,2 SENC,0,5942,0.00%,
9/5/20,3 FAY AREA,4,12070,0.03%,
9/5/20,4 RTP AREA,3,12348,0.02%,
9/5/20,5 TRIAD AREA,0,13078,0.00%,
9/5/20,6 WNC,3,7648,0.04%,
9/5/20,7 CLT AREA,13,18570,0.07%,
9/12/20,1 NENC,1,9354,0.01%,
9/12/20,2 SENC,1,6149,0.02%,
9/12/20,3 FAY AREA,1,11901,0.01%,
9/12/20,4 RTP AREA,4,12468,0.03%,
9/12/20,5 TRIAD AREA,2,13611,0.01%,
9/12/20,6 WNC,7,7638,0.09%,
9/12/20,7 CLT AREA,9,18537,0.05%,
